"aircraft_type","altitude","callsign","datetime","destination","heading","id","is_on_ground","latitude","longitude","mode_s_address","origin","registration","source","source_data_type","source_flight_id","source_update_type","speed","squawk","timestamp","vertical_speed"
"B752",14525,,"2017-04-17T04:10:39",,,1022904909,false,33.992,-117.34,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402239,-2304
"B752",13175,"DAL766","2017-04-17T04:10:54","LAX",263,1022915647,false,33.9783,-117.442,"A91616","LAX","N685DA","pinkfroot",,,,318,"0771",1492402254,-1728
"B752",12700,,"2017-04-17T04:12:14",,,1022920049,false,33.9778,-117.447,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402334,-2304
"B752",11075,,"2017-04-17T04:12:39",,,1022924392,false,33.9792,-117.547,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402359,-2304
"B752",10225,"DAL766","2017-04-17T04:12:54","LAX",284,1022929062,false,33.9991,-117.638,"A91616","LAX","N685DA","pinkfroot",,,,298,"0771",1492402374,-704
"B752",10050,,"2017-04-17T04:13:01",,,1022934126,false,34.0009,-117.647,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402381,-2304
"B752",9275,"DAL766","2017-04-17T04:13:51","LAX",275,1022938662,false,34.0027,-117.73,"A91616","LAX","N685DA","pinkfroot",,,,273,"0771",1492402431,-704
"B752",9075,,"2017-04-17T04:13:58",,,1022943869,false,34.0048,-117.733,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402438,-2304
"B752",8050,"DAL766","2017-04-17T04:14:45","LAX",263,1022948463,false,33.9948,-117.814,"A91616","LAX","N685DA","pinkfroot",,,,263,"0771",1492402485,-1408
"B752",6900,,"2017-04-17T04:15:58",,,1022957132,false,33.985,-117.902,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402558,-2304
"B752",7875,,"2017-04-17T04:16:11",,,1022953696,false,33.9943,-117.815,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402571,-2304
"B752",6050,"DAL766","2017-04-17T04:16:47","LAX",262,1022961942,false,33.9784,-117.959,"A91616","LAX","N685DA","pinkfroot",,,,220,"0771",1492402607,-1152
"B752",5875,,"2017-04-17T04:17:01",,,1022966888,false,33.9773,-117.974,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402621,-2304
"B752",5200,"DAL766","2017-04-17T04:17:53","LAX",264,1022975099,false,33.9709,-118.046,"A91616","LAX","N685DA","pinkfroot",,,,216,"0771",1492402673,-704
"B752",5150,,"2017-04-17T04:18:00",,,1022970287,false,33.9712,-118.045,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402680,-2304
"B752",4275,,"2017-04-17T04:19:38",,,1022980246,false,33.9649,-118.108,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402778,-2304
"B752",3375,"DAL766","2017-04-17T04:19:54","LAX",264,1022988480,false,33.9587,-118.171,"A91616","LAX","N685DA","pinkfroot",,,,185,"0771",1492402794,-896
"B752",3325,,"2017-04-17T04:19:58",,,1022982949,false,33.9594,-118.165,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402798,-2304
"B752",2475,"DAL766","2017-04-17T04:20:50","LAX",264,1022998089,false,33.9537,-118.222,"A91616","LAX","N685DA","pinkfroot",,,,190,"0771",1492402850,-1024
"B752",2275,,"2017-04-17T04:21:01",,,1022993464,false,33.9518,-118.238,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402861,-2304
"B752",1650,"DAL766","2017-04-17T04:21:45","LAX",264,1023004383,false,33.9474,-118.285,"A91616","LAX","N685DA","pinkfroot",,,,184,"0771",1492402905,-960
"B752",1450,,"2017-04-17T04:22:39",,,1023009555,false,33.9519,-118.283,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402959,-2304
"B752",950,"DAL766","2017-04-17T04:22:48","LAX",264,1023017729,false,33.9433,-118.328,"A91616","LAX","N685DA","pinkfroot",,,,145,"0771",1492402968,-768
"B752",725,,"2017-04-17T04:23:01",,,1023013141,false,33.943,-118.339,"A91616",,"N685DA","adsbexchange","2","11081238",,406,"0771",1492402981,-2304
"B752",0,"z.NO-A91616","2017-04-17T04:23:22",,0,1023047240,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0771",1492403002,0
"B752",0,,"2017-04-17T04:23:51",,,1023032677,false,33.9382,-118.374,"A91616",,"N685DA","adsbexchange","2","11081238",,132,"0771",1492403031,-2304
"B752",225,"DAL766","2017-04-17T04:23:52","LAX",263,1023027531,false,33.9381,-118.374,"A91616","LAX","N685DA","pinkfroot",,,,128,"0771",1492403032,-640
"B752",225,"DAL766","2017-04-17T04:23:54","LAX",264,1023037323,false,33.9382,-118.374,"A91616","LAX","N685DA","pinkfroot",,,,126,"0771",1492403034,-640
"B752",25,,"2017-04-17T04:24:32",,,1023042417,false,33.9382,-118.374,"A91616",,"N685DA","adsbexchange","2","11081238",,132,"0771",1492403072,-2304
"B752",25,,"2017-04-17T04:25:07",,,1023022236,false,33.9382,-118.374,"A91616",,"N685DA","adsbexchange","2","11081238",,132,"0771",1492403107,-2304
"B752",25,,"2017-04-17T04:28:17",,,1023069105,false,33.9382,-118.374,"A91616",,"N685DA","adsbexchange","2","11081238",,132,"0771",1492403297,-2304
"B752",0,"z.NO-A91616","2017-04-17T04:28:45",,0,1023060595,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0771",1492403325,0
"B752",0,"z.NO-A91616","2017-04-17T04:28:45",,0,1023073823,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0771",1492403325,0
"B752",0,"z.NO-A91616","2017-04-17T04:28:45",,0,1023083769,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0771",1492403325,0
"B752",0,"z.NO-A91616","2017-04-17T04:28:45",,0,1023093472,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0771",1492403325,0
"B752",25,,"2017-04-17T04:29:30",,,1023065547,false,33.9382,-118.374,"A91616",,"N685DA","adsbexchange","2","11081238",,132,"0771",1492403370,-2304
"B752",,,"2017-04-17T06:27:01",,,1024086566,false,,,"A91616",,"N685DA","adsbexchange","1","11081238",,,"",1492410421,
"B752",,,"2017-04-17T06:31:01",,,1024123456,false,,,"A91616",,"N685DA","adsbexchange","1","11081238",,,"",1492410661,
"B752",1600,"z.NO-A91616","2017-04-17T06:33:56",,0,1024151489,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492410836,0
"B752",1750,,"2017-04-17T06:34:40",,,1024142502,false,,,"A91616",,"N685DA","adsbexchange","1","11081238",,,"7202",1492410880,
"B752",3350,"z.NO-A91616","2017-04-17T06:34:52",,252,1024162250,false,33.9239,-118.48,"A91616",,"N685DA","pinkfroot",,,,179,"7202",1492410892,2176
"B752",4000,,"2017-04-17T06:35:38",,,1024153395,false,33.906,-118.495,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492410938,
"B752",6900,"z.NO-A91616","2017-04-17T06:35:54",,186,1024169165,false,33.8537,-118.498,"A91616",,"N685DA","pinkfroot",,,,262,"7202",1492410954,3200
"B752",7200,,"2017-04-17T06:36:40",,,1024170630,false,33.8337,-118.5,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411000,
"B752",12075,"DAL186","2017-04-17T06:37:55","MCO",179,1024188083,false,33.6876,-118.486,"A91616","PVG","N685DA","pinkfroot",,,,306,"7202",1492411075,1984
"B752",12225,,"2017-04-17T06:37:57",,,1024179250,false,33.6805,-118.478,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411077,
"B752",10500,,"2017-04-17T06:38:13",,,1024175227,false,33.7705,-118.508,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411093,
"B752",13425,"DAL186","2017-04-17T06:38:48","MCO",159,1024194839,false,33.6519,-118.372,"A91616","PVG","N685DA","pinkfroot",,,,299,"7202",1492411128,1344
"B752",13650,,"2017-04-17T06:39:01",,,1024197106,false,33.6488,-118.344,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411141,
"B752",15475,"DAL186","2017-04-17T06:39:52","MCO",72,1024205691,false,33.6491,-118.228,"A91616","PVG","N685DA","pinkfroot",,,,562,"7202",1492411192,2368
"B752",15825,,"2017-04-17T06:40:01",,,1024207444,false,33.6455,-118.194,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411201,
"B752",17575,"DAL186","2017-04-17T06:40:47","MCO",88,1024220549,false,33.6458,-118.074,"A91616","PVG","N685DA","pinkfroot",,,,465,"7202",1492411247,2304
"B752",18000,,"2017-04-17T06:41:39",,,1024212101,false,33.6457,-118.059,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411299,
"B752",19850,,"2017-04-17T06:42:39",,,1024223026,false,33.6461,-117.895,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411359,
"B752",21675,"DAL186","2017-04-17T06:42:52","MCO",93,1024231636,false,33.6385,-117.75,"A91616","PVG","N685DA","pinkfroot",,,,499,"7202",1492411372,1856
"B752",21900,,"2017-04-17T06:43:38",,,1024233392,false,33.6368,-117.735,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411418,
"B752",23550,,"2017-04-17T06:44:39",,,1024237982,false,33.5848,-117.553,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411479,
"B752",24750,"DAL186","2017-04-17T06:44:55","MCO",108,1024250429,false,33.5534,-117.428,"A91616","PVG","N685DA","pinkfroot",,,,499,"7202",1492411495,1600
"B752",25125,,"2017-04-17T06:44:58",,,1024242026,false,33.5512,-117.41,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411498,
"B752",26750,"DAL186","2017-04-17T06:45:50","MCO",107,1024257077,false,33.5114,-117.269,"A91616","PVG","N685DA","pinkfroot",,,,508,"7202",1492411550,2304
"B752",29250,,"2017-04-17T06:46:57",,,1024263639,false,33.495,-117.085,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411617,
"B752",27425,,"2017-04-17T06:47:15",,,1024259656,false,33.5058,-117.233,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411635,
"B752",30450,"DAL186","2017-04-17T06:47:46","MCO",89,1024271947,false,33.4985,-116.95,"A91616","PVG","N685DA","pinkfroot",,,,511,"7202",1492411666,1728
"B752",32075,"DAL186","2017-04-17T06:48:52","MCO",91,1024282516,false,33.498,-116.763,"A91616","PVG","N685DA","pinkfroot",,,,508,"7202",1492411732,1664
"B752",32325,,"2017-04-17T06:49:01",,,1024285230,false,33.4966,-116.727,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411741,
"B752",30875,,"2017-04-17T06:49:17",,,1024274446,false,33.4994,-116.907,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411757,
"B752",35025,"DAL186","2017-04-17T06:50:52","MCO",87,1024301272,false,33.4991,-116.431,"A91616","PVG","N685DA","pinkfroot",,,,530,"7202",1492411852,1408
"B752",33825,,"2017-04-17T06:51:15",,,1024289187,false,33.4928,-116.579,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411875,
"B752",35100,,"2017-04-17T06:51:36",,,1024293149,false,33.4995,-116.401,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411896,
"B752",36475,"DAL186","2017-04-17T06:51:50","MCO",89,1024307947,false,33.5013,-116.256,"A91616","PVG","N685DA","pinkfroot",,,,530,"7202",1492411910,1664
"B752",36500,,"2017-04-17T06:51:59",,,1024310272,false,33.5014,-116.221,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492411919,
"B752",37025,"DAL186","2017-04-17T06:52:47","MCO",90,1024322619,false,33.5004,-116.092,"A91616","PVG","N685DA","pinkfroot",,,,484,"7202",1492411967,640
"B752",37025,,"2017-04-17T06:52:58",,,1024314737,false,33.5006,-116.08,"A91616",,"N685DA","adsbexchange","2","11081238",,,"0436",1492411978,
"B752",37000,,"2017-04-17T06:53:58",,,1024325517,false,33.4988,-115.894,"A91616",,"N685DA","adsbexchange","2","11081238",,,"0436",1492412038,
"B752",37000,"DAL186","2017-04-17T06:54:55","MCO",89,1024337476,false,33.5034,-115.752,"A91616","PVG","N685DA","pinkfroot",,,,504,"7202",1492412095,0
"B752",37000,,"2017-04-17T06:55:01",,,1024329477,false,33.5032,-115.741,"A91616",,"N685DA","adsbexchange","2","11081238",,,"0436",1492412101,
"B752",37025,"DAL186","2017-04-17T06:55:49","MCO",91,1024347960,false,33.499,-115.6,"A91616","PVG","N685DA","pinkfroot",,,,508,"7202",1492412149,64
"B752",37000,,"2017-04-17T06:56:39",,,1024340257,false,33.4982,-115.573,"A91616",,"N685DA","adsbexchange","2","11081238",,,"0436",1492412199,
"B752",37000,"DAL186","2017-04-17T06:56:51","MCO",88,1024358682,false,33.4963,-115.431,"A91616","PVG","N685DA","pinkfroot",,,,433,"7202",1492412211,0
"B752",37000,,"2017-04-17T06:57:02",,,1024350976,false,33.4968,-115.386,"A91616",,"N685DA","adsbexchange","2","11081238",,,"0436",1492412222,
"B752",37000,"DAL186","2017-04-17T06:57:45","MCO",90,1024369282,false,33.4962,-115.288,"A91616","PVG","N685DA","pinkfroot",,,,472,"7202",1492412265,64
"B752",37000,,"2017-04-17T06:58:39",,,1024361654,false,33.4922,-115.249,"A91616",,"N685DA","adsbexchange","2","11081238",,,"0436",1492412319,
"B752",37000,,"2017-04-17T06:58:57",,,1024372321,false,33.4957,-115.083,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412337,
"B752",37000,"DAL186","2017-04-17T06:59:45","MCO",87,1024380105,false,33.5021,-114.946,"A91616","PVG","N685DA","pinkfroot",,,,513,"7202",1492412385,64
"B752",37025,"DAL186","2017-04-17T07:00:52","MCO",85,1024394415,false,33.5068,-114.772,"A91616","PVG","N685DA","pinkfroot",,,,511,"7202",1492412452,64
"B752",37000,,"2017-04-17T07:01:12",,,1024382505,false,33.4988,-114.913,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412472,
"B752",37000,,"2017-04-17T07:01:37",,,1024386810,false,33.5139,-114.735,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412497,
"B752",37000,,"2017-04-17T07:01:52",,,1024397513,false,33.5034,-114.587,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412512,
"B752",37000,"DAL186","2017-04-17T07:01:53","MCO",90,1024405010,false,33.4933,-114.576,"A91616","PVG","N685DA","pinkfroot",,,,522,"7202",1492412513,64
"B752",37000,,"2017-04-17T07:02:52",,,1024408109,false,33.4831,-114.416,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412572,
"B752",37000,"DAL186","2017-04-17T07:03:23","MCO",90,1024415816,false,33.49,-114.331,"A91616","PVG","N685DA","pinkfroot",,,,507,"7202",1492412603,0
"B752",37000,,"2017-04-17T07:03:24",,,1024418307,false,33.49,-114.331,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412604,
"B752",37000,,"2017-04-17T07:03:24",,,1024422550,false,33.49,-114.331,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412604,
"B752",37000,,"2017-04-17T07:05:56",,,1024433165,false,33.5422,-112.798,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412756,
"B752",37000,"z.NO-A91616","2017-04-17T07:05:56",,0,1024440520,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492412756,0
"B752",37000,,"2017-04-17T07:06:02",,,1024450516,false,33.5418,-112.802,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412762,
"B752",37000,"z.NO-A91616","2017-04-17T07:06:49",,0,1024447286,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492412809,0
"B752",37000,"z.NO-A91616","2017-04-17T07:07:52",,0,1024461626,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492412872,0
"B752",37000,,"2017-04-17T07:07:58",,,1024471633,false,33.526,-112.836,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412878,
"B752",37000,,"2017-04-17T07:08:00",,,1024454352,false,33.526,-112.836,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492412880,
"B752",37000,"z.NO-A91616","2017-04-17T07:08:55",,0,1024468372,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492412935,0
"B752",37025,"z.NO-A91616","2017-04-17T07:09:53",,0,1024482596,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492412993,0
"B752",37000,,"2017-04-17T07:10:47",,,1024492223,false,33.465,-113.124,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413047,
"B752",37000,"z.NO-A91616","2017-04-17T07:10:48",,0,1024489334,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413048,0
"B752",37000,,"2017-04-17T07:11:15",,,1024475441,false,33.468,-113.227,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413075,
"B752",37000,"z.NO-A91616","2017-04-17T07:11:56",,0,1024499795,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413116,0
"B752",37000,,"2017-04-17T07:13:13",,,1024503069,false,33.4599,-112.934,"A91616",,"N685DA","adsbexchange","2","11081238",,,"1255",1492413193,
"B752",37000,,"2017-04-17T07:13:39",,,1024506873,false,33.4576,-112.757,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413219,
"B752",37000,"z.NO-A91616","2017-04-17T07:13:52",,0,1024514180,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413232,0
"B752",37000,,"2017-04-17T07:13:58",,,1024516971,false,33.4534,-112.616,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413238,
"B752",37000,"z.NO-A91616","2017-04-17T07:14:51",,0,1024524443,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413291,0
"B752",37000,"z.NO-A91616","2017-04-17T07:15:55",,0,1024534898,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413355,0
"B752",37000,,"2017-04-17T07:15:57",,,1024537908,false,33.4438,-112.304,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413357,
"B752",37000,,"2017-04-17T07:16:10",,,1024527824,false,33.4475,-112.466,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413370,
"B752",37000,,"2017-04-17T07:16:51",,,1024542105,false,33.4396,-112.155,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413411,
"B752",37000,"z.NO-A91616","2017-04-17T07:17:53",,0,1024549342,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413473,0
"B752",37000,,"2017-04-17T07:17:57",,,1024552224,false,33.433,-111.981,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413477,
"B752",37000,,"2017-04-17T07:19:01",,,1024556470,false,33.4078,-111.849,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413541,
"B752",37000,"z.NO-A91616","2017-04-17T07:19:50",,0,1024567528,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413590,0
"B752",37000,,"2017-04-17T07:20:38",,,1024560321,false,33.3673,-111.695,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413638,
"B752",37000,"z.NO-A91616","2017-04-17T07:20:56",,0,1024577828,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413656,0
"B752",37000,"z.NO-A91616","2017-04-17T07:21:54",,0,1024588450,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413714,0
"B752",37000,,"2017-04-17T07:21:58",,,1024581466,false,33.2968,-111.38,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413718,
"B752",37000,,"2017-04-17T07:22:12",,,1024570884,false,33.3263,-111.522,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413732,
"B752",37000,"z.NO-A91616","2017-04-17T07:22:54",,0,1024595170,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413774,0
"B752",37000,"z.NO-A91616","2017-04-17T07:23:53",,0,1024609550,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413833,0
"B752",37000,,"2017-04-17T07:23:56",,,1024602641,false,33.2296,-111.092,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413836,
"B752",37000,,"2017-04-17T07:24:04",,,1024613181,false,33.2193,-111.06,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413844,
"B752",37000,,"2017-04-17T07:24:04",,,1024623811,false,33.2193,-111.06,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413844,
"B752",37000,,"2017-04-17T07:24:04",,,1024634393,false,33.2193,-111.06,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413844,
"B752",37000,,"2017-04-17T07:24:14",,,1024598348,false,33.2514,-111.201,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492413854,
"B752",37000,"z.NO-A91616","2017-04-17T07:24:52",,0,1024620183,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413892,0
"B752",37000,"z.NO-A91616","2017-04-17T07:25:53",,0,1024630761,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492413953,0
"B752",37000,"z.NO-A91616","2017-04-17T07:26:55",,0,1024641332,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492414015,0
"B752",37000,,"2017-04-17T07:28:26",,,1024645089,false,33.4475,-111.822,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414106,
"B752",37000,"z.NO-A91616","2017-04-17T07:28:53",,0,1024656079,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492414133,0
"B752",37000,,"2017-04-17T07:29:07",,,1024659707,false,33.0185,-110.258,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414147,
"B752",37000,,"2017-04-17T07:29:08",,,1024648961,false,33.449,-111.826,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414148,
"B752",37000,"z.NO-A91616","2017-04-17T07:29:55",,0,1024666616,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492414195,0
"B752",37000,"z.NO-A91616","2017-04-17T07:30:53",,0,1024677293,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492414253,0
"B752",37000,,"2017-04-17T07:31:37",,,1024670395,false,32.9452,-109.971,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414297,
"B752",37000,,"2017-04-17T07:31:52",,,1024681159,false,32.9141,-109.829,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414312,
"B752",37000,"z.NO-A91616","2017-04-17T07:32:53",,0,1024688297,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492414373,0
"B752",37000,,"2017-04-17T07:33:50",,,1024706856,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1024749947,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1024834720,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1024871823,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1024882854,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1024970490,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1025181611,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1025193172,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414430,
"B752",37000,,"2017-04-17T07:33:50",,,1025220875,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2400",1492414430,
"B752",37000,,"2017-04-17T07:33:52",,,1024702889,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024728711,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024739596,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024761478,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024769499,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024786718,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024817384,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024857475,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024913976,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024929071,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1024981638,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025008140,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025018484,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025027658,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025038962,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025057600,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025100088,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025104200,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025150116,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025176344,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,,"2017-04-17T07:33:52",,,1025216538,false,32.8428,-109.562,"A91616",,"N685DA","adsbexchange","2","11081238",,,"7202",1492414432,
"B752",37000,"z.NO-A91616","2017-04-17T07:33:53",,0,1024698955,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7202",1492414433,0
